[train] dataset=CIFAR10 alpha=0.5 gpu=0 config=configs/default_ppfpsl.yaml python=python
[Run] id=20260908_195152
  目录=./results/CIFAR10/runs/20260908_195152_a0.5
  acc.csv / metrics.csv / config.json / train.log / checkpoint.pt
Files already downloaded and verified
[HParams] METHOD_REV=10 adaptive=1 capA=0.0/0.0 capB=0.0 warmup=[0.3,0.4] aux_ratio=0.3 geom=[0.12,0.35] gate_anneal=0.15 p2_exit_A=0.08 tau_w=0.95 tau0=0.92 d0=0.1 etaB=0.6 pp_b=0.06 p3_boost=0.15 teacher=0 mu_p=0.97 lA=1.0 lB=1.0 lP=0.1 seed_model=7 seed_partition=0 seed_sample=7 workers=16
dataset:CIFAR10
num_classes:10
num_labeled:500
non_iid:0.5
mu:2
num_rounds:300
batch_label:128, batch_unlabel:128
client 0 labeled number per class : [56, 1, 14, 0, 41, 33, 22, 47, 36, 0]
client 0 unlabeled number per class  : [446, 94, 3, 415, 412, 266, 58, 349, 15, 192]
client 1 labeled number per class : [1, 48, 36, 37, 1, 16, 24, 15, 21, 51]
client 1 unlabeled number per class  : [0, 373, 463, 6, 24, 204, 384, 116, 420, 260]
client 2 labeled number per class : [39, 56, 8, 36, 1, 2, 40, 9, 45, 14]
client 2 unlabeled number per class  : [172, 153, 459, 370, 126, 428, 8, 6, 61, 467]
client 3 labeled number per class : [3, 1, 44, 19, 39, 66, 3, 36, 3, 36]
client 3 unlabeled number per class  : [277, 296, 19, 72, 313, 1, 465, 453, 354, 0]
client 4 labeled number per class : [34, 45, 46, 31, 2, 16, 8, 0, 60, 8]
client 4 unlabeled number per class  : [210, 26, 245, 194, 0, 287, 100, 290, 448, 450]
client 5 labeled number per class : [0, 0, 0, 28, 54, 25, 48, 45, 6, 44]
client 5 unlabeled number per class  : [258, 385, 182, 267, 444, 189, 368, 157, 0, 0]
client 6 labeled number per class : [51, 3, 43, 1, 36, 62, 3, 36, 15, 0]
client 6 unlabeled number per class  : [414, 473, 177, 353, 382, 272, 179, 0, 0, 0]
client 7 labeled number per class : [17, 44, 2, 47, 15, 1, 52, 7, 21, 44]
client 7 unlabeled number per class  : [1, 2, 235, 112, 63, 164, 279, 488, 457, 449]
client 8 labeled number per class : [43, 0, 2, 22, 8, 22, 38, 12, 48, 55]
client 8 unlabeled number per class  : [210, 37, 0, 462, 3, 373, 54, 228, 448, 435]
client 9 labeled number per class : [10, 59, 51, 33, 43, 12, 4, 38, 0, 0]
client 9 unlabeled number per class  : [224, 402, 439, 12, 460, 77, 403, 233, 0, 0]
client 10 labeled number per class : [1, 7, 4, 16, 1, 32, 44, 53, 44, 48]
client 10 unlabeled number per class  : [241, 400, 468, 271, 385, 55, 191, 66, 107, 66]
client 11 labeled number per class : [53, 47, 53, 32, 45, 14, 6, 0, 0, 0]
client 11 unlabeled number per class  : [241, 47, 13, 165, 70, 391, 233, 364, 345, 381]
client 12 labeled number per class : [24, 17, 0, 55, 49, 24, 16, 47, 18, 0]
client 12 unlabeled number per class  : [397, 425, 332, 288, 72, 446, 207, 30, 53, 0]
client 13 labeled number per class : [22, 23, 51, 1, 3, 26, 35, 5, 33, 51]
client 13 unlabeled number per class  : [62, 20, 121, 136, 392, 6, 226, 441, 404, 442]
client 14 labeled number per class : [43, 35, 14, 35, 6, 47, 43, 27, 0, 0]
client 14 unlabeled number per class  : [462, 366, 29, 92, 129, 0, 364, 131, 224, 453]
client 15 labeled number per class : [2, 8, 40, 7, 55, 1, 1, 29, 60, 47]
client 15 unlabeled number per class  : [0, 87, 411, 358, 327, 434, 99, 287, 247, 0]
client 16 labeled number per class : [50, 6, 46, 45, 0, 29, 2, 12, 1, 59]
client 16 unlabeled number per class  : [325, 0, 420, 365, 335, 53, 75, 121, 99, 457]
client 17 labeled number per class : [0, 37, 1, 7, 52, 15, 61, 34, 43, 0]
client 17 unlabeled number per class  : [97, 447, 56, 130, 107, 378, 371, 286, 378, 0]
client 18 labeled number per class : [51, 14, 31, 45, 0, 1, 16, 3, 46, 43]
client 18 unlabeled number per class  : [462, 99, 242, 143, 163, 358, 434, 230, 116, 3]
client 19 labeled number per class : [0, 49, 14, 3, 49, 56, 34, 45, 0, 0]
client 19 unlabeled number per class  : [1, 368, 186, 289, 293, 118, 2, 224, 324, 445]
[Schedule] adaptive=1 warmup=[0.30,0.40] geom=[0.12,0.35] capA=0.00/0.00 geom_rel=Phase2 gate 0→1 over 45 rounds target A-prec=0.9 A-ratio=0.22
Server:   0%|          | 0/300 [00:00<?, ?it/s]Server:   0%|          | 1/300 [01:48<9:00:59, 108.56s/it]Round 1/300 | Acc:0.1541 Best:0.1541@1 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:1.1703 (sup:1.126 A:0.044 B:0.000 proto:2.109) | Route: A:7.47% B:0.00% C:92.53% capA:0.00 | MA:7.47% geomDrop:0.00% | A-Prec:50.40% B-Prec:0.00% | proto Ashare:12.77% Auniq:6249.2 dirty:49.55% lab×48.6 | rel r:0.594 m:0.000 alpha:1.000
Server:   1%|          | 2/300 [03:43<9:16:55, 112.13s/it]Round 2/300 | Acc:0.3721 Best:0.3721@2 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.9571 (sup:0.881 A:0.076 B:0.000 proto:2.196) | Route: A:12.07% B:0.00% C:87.93% capA:0.00 | MA:12.07% geomDrop:0.00% | A-Prec:56.27% B-Prec:0.00% | proto Ashare:19.17% Auniq:8270.2 dirty:43.64% lab×48.6 | rel r:0.643 m:0.000 alpha:1.000
Server:   1%|          | 3/300 [05:35<9:16:22, 112.40s/it]Round 3/300 | Acc:0.3422 Best:0.3721@2 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.7479 (sup:0.642 A:0.106 B:0.000 proto:2.196) | Route: A:17.43% B:0.00% C:82.57% capA:0.00 | MA:17.43% geomDrop:0.00% | A-Prec:58.43% B-Prec:0.00% | proto Ashare:25.52% Auniq:10586.3 dirty:41.49% lab×48.6 | rel r:0.699 m:0.000 alpha:1.000
Server:   1%|▏         | 4/300 [07:40<9:38:45, 117.31s/it]Round 4/300 | Acc:0.3808 Best:0.3808@4 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.6854 (sup:0.554 A:0.131 B:0.000 proto:2.072) | Route: A:21.75% B:0.00% C:78.25% capA:0.00 | MA:21.75% geomDrop:0.00% | A-Prec:59.30% B-Prec:0.00% | proto Ashare:29.97% Auniq:12307.4 dirty:40.63% lab×48.6 | rel r:0.726 m:0.000 alpha:1.000
Server:   2%|▏         | 5/300 [09:43<9:46:22, 119.26s/it]Round 5/300 | Acc:0.4465 Best:0.4465@5 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.6194 (sup:0.467 A:0.153 B:0.000 proto:2.108) | Route: A:24.66% B:0.00% C:75.34% capA:0.00 | MA:24.66% geomDrop:0.00% | A-Prec:53.53% B-Prec:0.00% | proto Ashare:32.69% Auniq:13126.5 dirty:46.39% lab×48.6 | rel r:0.747 m:0.000 alpha:1.000
Server:   2%|▏         | 6/300 [11:53<10:02:41, 123.00s/it]Round 6/300 | Acc:0.4334 Best:0.4465@5 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.5336 (sup:0.353 A:0.181 B:0.000 proto:2.107) | Route: A:29.90% B:0.00% C:70.10% capA:0.00 | MA:29.90% geomDrop:0.00% | A-Prec:62.86% B-Prec:0.00% | proto Ashare:37.09% Auniq:14046.7 dirty:37.02% lab×48.6 | rel r:0.772 m:0.000 alpha:1.000
Server:   2%|▏         | 7/300 [14:02<10:10:37, 125.04s/it]Round 7/300 | Acc:0.4290 Best:0.4465@5 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.5902 (sup:0.424 A:0.166 B:0.000 proto:2.126) | Route: A:28.64% B:0.00% C:71.36% capA:0.00 | MA:28.64% geomDrop:0.00% | A-Prec:61.12% B-Prec:0.00% | proto Ashare:36.09% Auniq:14048.0 dirty:38.77% lab×48.6 | rel r:0.766 m:0.000 alpha:1.000
Server:   3%|▎         | 8/300 [16:06<10:05:26, 124.41s/it]Round 8/300 | Acc:0.4656 Best:0.4656@8 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.4854 (sup:0.293 A:0.192 B:0.000 proto:2.093) | Route: A:33.47% B:0.00% C:66.53% capA:0.00 | MA:33.47% geomDrop:0.00% | A-Prec:53.95% B-Prec:0.00% | proto Ashare:39.77% Auniq:14977.7 dirty:45.96% lab×48.6 | rel r:0.789 m:0.000 alpha:1.000
Server:   3%|▎         | 9/300 [18:14<10:09:00, 125.57s/it]Round 9/300 | Acc:0.4888 Best:0.4888@9 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.4701 (sup:0.272 A:0.198 B:0.000 proto:2.104) | Route: A:36.00% B:0.00% C:64.00% capA:0.00 | MA:36.00% geomDrop:0.00% | A-Prec:64.58% B-Prec:0.00% | proto Ashare:41.55% Auniq:15263.8 dirty:35.31% lab×48.6 | rel r:0.800 m:0.000 alpha:1.000
Server:   3%|▎         | 10/300 [20:22<10:10:24, 126.29s/it]Round 10/300 | Acc:0.5481 Best:0.5481@10 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.4196 (sup:0.208 A:0.212 B:0.000 proto:2.013) | Route: A:38.10% B:0.00% C:61.90% capA:0.00 | MA:38.10% geomDrop:0.00% | A-Prec:62.84% B-Prec:0.00% | proto Ashare:42.94% Auniq:15795.3 dirty:37.05% lab×48.6 | rel r:0.810 m:0.000 alpha:1.000
Server:   4%|▎         | 11/300 [22:33<10:15:33, 127.80s/it]Round 11/300 | Acc:0.5163 Best:0.5481@10 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.4319 (sup:0.226 A:0.206 B:0.000 proto:2.018) | Route: A:38.39% B:0.00% C:61.61% capA:0.00 | MA:38.39% geomDrop:0.00% | A-Prec:63.39% B-Prec:0.00% | proto Ashare:43.12% Auniq:15810.3 dirty:36.50% lab×48.6 | rel r:0.811 m:0.000 alpha:1.000
Server:   4%|▍         | 12/300 [24:41<10:14:20, 127.99s/it]Round 12/300 | Acc:0.5635 Best:0.5635@12 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.4165 (sup:0.204 A:0.213 B:0.000 proto:2.069) | Route: A:39.20% B:0.00% C:60.80% capA:0.00 | MA:39.20% geomDrop:0.00% | A-Prec:55.44% B-Prec:0.00% | proto Ashare:43.65% Auniq:15704.4 dirty:44.48% lab×48.6 | rel r:0.813 m:0.000 alpha:1.000
